10:37:45.036 |I| Core                           | RequestBuilder thread:7        | MsBuild process with Id = 9016
10:37:46.258 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: Unity.Timeline.Editor.csproj
10:37:46.258 |I| Build                          | RequestBuilder thread:7        | Start build 'Unity.Timeline.Editor.csproj' with 1 target frameworks
10:37:46.259 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.259 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.Mathematics.Editor.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.260 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: Unity.Mathematics.Editor.csproj
10:37:46.260 |I| Build                          | RequestBuilder thread:7        | Start build 'Unity.Mathematics.Editor.csproj' with 1 target frameworks
10:37:46.260 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.260 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.VisualScripting.Core.Player.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.260 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: Unity.VisualScripting.Core.Player.csproj
10:37:46.260 |I| Build                          | RequestBuilder thread:7        | Start build 'Unity.VisualScripting.Core.Player.csproj' with 1 target frameworks
10:37:46.262 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.262 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.VisualScripting.State.Editor.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.262 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: Unity.VisualScripting.State.Editor.csproj
10:37:46.262 |I| Build                          | RequestBuilder thread:7        | Start build 'Unity.VisualScripting.State.Editor.csproj' with 1 target frameworks
10:37:46.263 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.263 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'UnityEditor.XR.LegacyInputHelpers.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.263 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: UnityEditor.XR.LegacyInputHelpers.csproj
10:37:46.264 |I| Build                          | RequestBuilder thread:7        | Start build 'UnityEditor.XR.LegacyInputHelpers.csproj' with 1 target frameworks
10:37:46.264 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.264 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.VisualScripting.Core.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.264 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: Unity.VisualScripting.Core.csproj
10:37:46.264 |I| Build                          | RequestBuilder thread:7        | Start build 'Unity.VisualScripting.Core.csproj' with 1 target frameworks
10:37:46.265 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.265 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'UnityEngine.XR.LegacyInputHelpers.Player.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.266 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: UnityEngine.XR.LegacyInputHelpers.Player.csproj
10:37:46.266 |I| Build                          | RequestBuilder thread:7        | Start build 'UnityEngine.XR.LegacyInputHelpers.Player.csproj' with 1 target frameworks
10:37:46.266 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.266 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'UnityEngine.XR.LegacyInputHelpers.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.266 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: UnityEngine.XR.LegacyInputHelpers.csproj
10:37:46.266 |I| Build                          | RequestBuilder thread:7        | Start build 'UnityEngine.XR.LegacyInputHelpers.csproj' with 1 target frameworks
10:37:46.267 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.267 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.XR.Oculus.Editor.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.267 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: Unity.XR.Oculus.Editor.csproj
10:37:46.267 |I| Build                          | RequestBuilder thread:7        | Start build 'Unity.XR.Oculus.Editor.csproj' with 1 target frameworks
10:37:46.268 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.268 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.XR.Interaction.Toolkit.Editor.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.268 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: Unity.XR.Interaction.Toolkit.Editor.csproj
10:37:46.268 |I| Build                          | RequestBuilder thread:7        | Start build 'Unity.XR.Interaction.Toolkit.Editor.csproj' with 1 target frameworks
10:37:46.269 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.269 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.XR.Hands.Editor.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.270 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: Unity.XR.Hands.Editor.csproj
10:37:46.270 |I| Build                          | RequestBuilder thread:7        | Start build 'Unity.XR.Hands.Editor.csproj' with 1 target frameworks
10:37:46.271 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.271 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.XR.Oculus.Player.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.271 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: Unity.XR.Oculus.Player.csproj
10:37:46.271 |I| Build                          | RequestBuilder thread:7        | Start build 'Unity.XR.Oculus.Player.csproj' with 1 target frameworks
10:37:46.272 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.272 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.XR.Oculus.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.272 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: Unity.XR.Oculus.csproj
10:37:46.272 |I| Build                          | RequestBuilder thread:7        | Start build 'Unity.XR.Oculus.csproj' with 1 target frameworks
10:37:46.273 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.273 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.TextMeshPro.Editor.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.273 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: Unity.TextMeshPro.Editor.csproj
10:37:46.273 |I| Build                          | RequestBuilder thread:7        | Start build 'Unity.TextMeshPro.Editor.csproj' with 1 target frameworks
10:37:46.274 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.274 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.VisualScripting.SettingsProvider.Editor.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.274 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: Unity.VisualScripting.SettingsProvider.Editor.csproj
10:37:46.274 |I| Build                          | RequestBuilder thread:7        | Start build 'Unity.VisualScripting.SettingsProvider.Editor.csproj' with 1 target frameworks
10:37:46.295 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.296 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.TestTools.CodeCoverage.Editor.OpenCover.Mono.Reflection.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.296 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: Unity.TestTools.CodeCoverage.Editor.OpenCover.Mono.Reflection.csproj
10:37:46.296 |I| Build                          | RequestBuilder thread:7        | Start build 'Unity.TestTools.CodeCoverage.Editor.OpenCover.Mono.Reflection.csproj' with 1 target frameworks
10:37:46.296 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.296 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Assembly-CSharp.Player.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.297 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: Assembly-CSharp.Player.csproj
10:37:46.297 |I| Build                          | RequestBuilder thread:7        | Start build 'Assembly-CSharp.Player.csproj' with 1 target frameworks
10:37:46.297 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.298 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Assembly-CSharp.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.298 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: Assembly-CSharp.csproj
10:37:46.298 |I| Build                          | RequestBuilder thread:7        | Start build 'Assembly-CSharp.csproj' with 1 target frameworks
10:37:46.298 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.298 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.TextMeshPro.Player.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.299 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: Unity.TextMeshPro.Player.csproj
10:37:46.299 |I| Build                          | RequestBuilder thread:7        | Start build 'Unity.TextMeshPro.Player.csproj' with 1 target frameworks
10:37:46.299 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.299 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.TextMeshPro.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.299 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: Unity.TextMeshPro.csproj
10:37:46.299 |I| Build                          | RequestBuilder thread:7        | Start build 'Unity.TextMeshPro.csproj' with 1 target frameworks
10:37:46.300 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.300 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.VisualScripting.Shared.Editor.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.300 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: Unity.VisualScripting.Shared.Editor.csproj
10:37:46.300 |I| Build                          | RequestBuilder thread:7        | Start build 'Unity.VisualScripting.Shared.Editor.csproj' with 1 target frameworks
10:37:46.301 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.301 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'UnityEditor.TestRunner.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.301 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: UnityEditor.TestRunner.csproj
10:37:46.301 |I| Build                          | RequestBuilder thread:7        | Start build 'UnityEditor.TestRunner.csproj' with 1 target frameworks
10:37:46.301 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.301 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'JetBrains.Frontend.2021.2.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.301 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: JetBrains.Frontend.2021.2.csproj
10:37:46.302 |I| Build                          | RequestBuilder thread:7        | Start build 'JetBrains.Frontend.2021.2.csproj' with 1 target frameworks
10:37:46.302 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.303 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.Timeline.Player.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.303 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: Unity.Timeline.Player.csproj
10:37:46.303 |I| Build                          | RequestBuilder thread:7        | Start build 'Unity.Timeline.Player.csproj' with 1 target frameworks
10:37:46.304 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.304 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.TestTools.CodeCoverage.Editor.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.304 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: Unity.TestTools.CodeCoverage.Editor.csproj
10:37:46.304 |I| Build                          | RequestBuilder thread:7        | Start build 'Unity.TestTools.CodeCoverage.Editor.csproj' with 1 target frameworks
10:37:46.304 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.304 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.Timeline.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.304 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: Unity.Timeline.csproj
10:37:46.304 |I| Build                          | RequestBuilder thread:7        | Start build 'Unity.Timeline.csproj' with 1 target frameworks
10:37:46.306 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.306 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.XR.Management.Player.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.306 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: Unity.XR.Management.Player.csproj
10:37:46.306 |I| Build                          | RequestBuilder thread:7        | Start build 'Unity.XR.Management.Player.csproj' with 1 target frameworks
10:37:46.307 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.307 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.XR.CoreUtils.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.307 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: Unity.XR.CoreUtils.csproj
10:37:46.307 |I| Build                          | RequestBuilder thread:7        | Start build 'Unity.XR.CoreUtils.csproj' with 1 target frameworks
10:37:46.308 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.308 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.XR.CoreUtils.Player.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.308 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: Unity.XR.CoreUtils.Player.csproj
10:37:46.308 |I| Build                          | RequestBuilder thread:7        | Start build 'Unity.XR.CoreUtils.Player.csproj' with 1 target frameworks
10:37:46.308 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.308 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.Rider.Editor.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.308 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: Unity.Rider.Editor.csproj
10:37:46.308 |I| Build                          | RequestBuilder thread:7        | Start build 'Unity.Rider.Editor.csproj' with 1 target frameworks
10:37:46.309 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.309 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.XR.Management.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.309 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: Unity.XR.Management.csproj
10:37:46.309 |I| Build                          | RequestBuilder thread:7        | Start build 'Unity.XR.Management.csproj' with 1 target frameworks
10:37:46.310 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.310 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.XR.Interaction.Toolkit.Samples.StarterAssets.Player.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.310 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: Unity.XR.Interaction.Toolkit.Samples.StarterAssets.Player.csproj
10:37:46.310 |I| Build                          | RequestBuilder thread:7        | Start build 'Unity.XR.Interaction.Toolkit.Samples.StarterAssets.Player.csproj' with 1 target frameworks
10:37:46.311 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.311 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.XR.CoreUtils.Editor.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.311 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: Unity.XR.CoreUtils.Editor.csproj
10:37:46.311 |I| Build                          | RequestBuilder thread:7        | Start build 'Unity.XR.CoreUtils.Editor.csproj' with 1 target frameworks
10:37:46.311 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.311 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.XR.Hands.Player.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.311 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: Unity.XR.Hands.Player.csproj
10:37:46.311 |I| Build                          | RequestBuilder thread:7        | Start build 'Unity.XR.Hands.Player.csproj' with 1 target frameworks
10:37:46.312 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.312 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.InputSystem.TestFramework.Player.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
