10:57:51.153 |I| Core                           | RequestBuilder thread:6        | MsBuild process with Id = 10576
10:57:52.758 |I| BuildQueue                     | RequestBuilder thread:6        | Build immediately: JetBrains.Frontend.2021.2.csproj
10:57:52.758 |I| Build                          | RequestBuilder thread:6        | Start build 'JetBrains.Frontend.2021.2.csproj' with 1 target frameworks
10:57:52.760 |I| Build                          | RequestBuilder thread:6        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:57:52.760 |I| ProjectModel                   | RequestBuilder thread:6        | Project 'Unity.VisualScripting.State.Editor.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:57:52.761 |I| BuildQueue                     | RequestBuilder thread:6        | Build immediately: Unity.VisualScripting.State.Editor.csproj
10:57:52.761 |I| Build                          | RequestBuilder thread:6        | Start build 'Unity.VisualScripting.State.Editor.csproj' with 1 target frameworks
10:57:52.761 |I| Build                          | RequestBuilder thread:6        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:57:52.761 |I| ProjectModel                   | RequestBuilder thread:6        | Project 'Unity.CollabProxy.Editor.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:57:52.763 |I| BuildQueue                     | RequestBuilder thread:6        | Build immediately: Unity.CollabProxy.Editor.csproj
10:57:52.763 |I| Build                          | RequestBuilder thread:6        | Start build 'Unity.CollabProxy.Editor.csproj' with 1 target frameworks
10:57:52.764 |I| Build                          | RequestBuilder thread:6        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:57:52.764 |I| ProjectModel                   | RequestBuilder thread:6        | Project 'Unity.VisualScripting.Core.Player.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:57:52.764 |I| BuildQueue                     | RequestBuilder thread:6        | Build immediately: Unity.VisualScripting.Core.Player.csproj
10:57:52.764 |I| Build                          | RequestBuilder thread:6        | Start build 'Unity.VisualScripting.Core.Player.csproj' with 1 target frameworks
10:57:52.769 |I| Build                          | RequestBuilder thread:6        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:57:52.769 |I| ProjectModel                   | RequestBuilder thread:6        | Project 'Unity.VisualScripting.Core.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:57:52.769 |I| BuildQueue                     | RequestBuilder thread:6        | Build immediately: Unity.VisualScripting.Core.csproj
10:57:52.769 |I| Build                          | RequestBuilder thread:6        | Start build 'Unity.VisualScripting.Core.csproj' with 1 target frameworks
10:57:52.772 |I| Build                          | RequestBuilder thread:6        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:57:52.774 |I| ProjectModel                   | RequestBuilder thread:6        | Project 'Unity.Mathematics.Editor.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:57:52.774 |I| BuildQueue                     | RequestBuilder thread:6        | Build immediately: Unity.Mathematics.Editor.csproj
10:57:52.774 |I| Build                          | RequestBuilder thread:6        | Start build 'Unity.Mathematics.Editor.csproj' with 1 target frameworks
10:57:52.775 |I| Build                          | RequestBuilder thread:6        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:57:52.775 |I| ProjectModel                   | RequestBuilder thread:6        | Project 'UnityEngine.XR.LegacyInputHelpers.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:57:52.776 |I| BuildQueue                     | RequestBuilder thread:6        | Build immediately: UnityEngine.XR.LegacyInputHelpers.csproj
10:57:52.776 |I| Build                          | RequestBuilder thread:6        | Start build 'UnityEngine.XR.LegacyInputHelpers.csproj' with 1 target frameworks
10:57:52.795 |I| Build                          | RequestBuilder thread:6        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:57:52.795 |I| ProjectModel                   | RequestBuilder thread:6        | Project 'UnityEngine.XR.LegacyInputHelpers.Player.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:57:52.795 |I| BuildQueue                     | RequestBuilder thread:6        | Build immediately: UnityEngine.XR.LegacyInputHelpers.Player.csproj
10:57:52.795 |I| Build                          | RequestBuilder thread:6        | Start build 'UnityEngine.XR.LegacyInputHelpers.Player.csproj' with 1 target frameworks
10:57:52.841 |I| Build                          | RequestBuilder thread:6        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:57:52.843 |I| ProjectModel                   | RequestBuilder thread:6        | Project 'Unity.XR.Interaction.Toolkit.Editor.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:57:52.843 |I| BuildQueue                     | RequestBuilder thread:6        | Build immediately: Unity.XR.Interaction.Toolkit.Editor.csproj
10:57:52.843 |I| Build                          | RequestBuilder thread:6        | Start build 'Unity.XR.Interaction.Toolkit.Editor.csproj' with 1 target frameworks
10:57:52.846 |I| Build                          | RequestBuilder thread:6        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:57:52.846 |I| ProjectModel                   | RequestBuilder thread:6        | Project 'UnityEditor.XR.LegacyInputHelpers.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:57:52.846 |I| BuildQueue                     | RequestBuilder thread:6        | Build immediately: UnityEditor.XR.LegacyInputHelpers.csproj
10:57:52.846 |I| Build                          | RequestBuilder thread:6        | Start build 'UnityEditor.XR.LegacyInputHelpers.csproj' with 1 target frameworks
10:57:52.848 |I| Build                          | RequestBuilder thread:6        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:57:52.848 |I| ProjectModel                   | RequestBuilder thread:6        | Project 'Unity.XR.Oculus.Player.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:57:52.848 |I| BuildQueue                     | RequestBuilder thread:6        | Build immediately: Unity.XR.Oculus.Player.csproj
10:57:52.848 |I| Build                          | RequestBuilder thread:6        | Start build 'Unity.XR.Oculus.Player.csproj' with 1 target frameworks
10:57:52.850 |I| Build                          | RequestBuilder thread:6        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:57:52.850 |I| ProjectModel                   | RequestBuilder thread:6        | Project 'Unity.TextMeshPro.Editor.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:57:52.850 |I| BuildQueue                     | RequestBuilder thread:6        | Build immediately: Unity.TextMeshPro.Editor.csproj
10:57:52.850 |I| Build                          | RequestBuilder thread:6        | Start build 'Unity.TextMeshPro.Editor.csproj' with 1 target frameworks
10:57:52.851 |I| Build                          | RequestBuilder thread:6        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:57:52.852 |I| ProjectModel                   | RequestBuilder thread:6        | Project 'Unity.XR.Oculus.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:57:52.852 |I| BuildQueue                     | RequestBuilder thread:6        | Build immediately: Unity.XR.Oculus.csproj
10:57:52.852 |I| Build                          | RequestBuilder thread:6        | Start build 'Unity.XR.Oculus.csproj' with 1 target frameworks
10:57:52.853 |I| Build                          | RequestBuilder thread:6        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:57:52.853 |I| ProjectModel                   | RequestBuilder thread:6        | Project 'Unity.XR.Oculus.Editor.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:57:52.853 |I| BuildQueue                     | RequestBuilder thread:6        | Build immediately: Unity.XR.Oculus.Editor.csproj
10:57:52.853 |I| Build                          | RequestBuilder thread:6        | Start build 'Unity.XR.Oculus.Editor.csproj' with 1 target frameworks
10:57:52.854 |I| Build                          | RequestBuilder thread:6        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:57:52.855 |I| ProjectModel                   | RequestBuilder thread:6        | Project 'Unity.VisualScripting.SettingsProvider.Editor.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:57:52.855 |I| BuildQueue                     | RequestBuilder thread:6        | Build immediately: Unity.VisualScripting.SettingsProvider.Editor.csproj
10:57:52.855 |I| Build                          | RequestBuilder thread:6        | Start build 'Unity.VisualScripting.SettingsProvider.Editor.csproj' with 1 target frameworks
10:57:52.856 |I| Build                          | RequestBuilder thread:6        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:57:52.856 |I| ProjectModel                   | RequestBuilder thread:6        | Project 'Assembly-CSharp.Player.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:57:52.857 |I| BuildQueue                     | RequestBuilder thread:6        | Build immediately: Assembly-CSharp.Player.csproj
10:57:52.858 |I| Build                          | RequestBuilder thread:6        | Start build 'Assembly-CSharp.Player.csproj' with 1 target frameworks
10:57:52.861 |I| Build                          | RequestBuilder thread:6        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:57:52.863 |I| ProjectModel                   | RequestBuilder thread:6        | Project 'Assembly-CSharp.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:57:52.863 |I| BuildQueue                     | RequestBuilder thread:6        | Build immediately: Assembly-CSharp.csproj
10:57:52.863 |I| Build                          | RequestBuilder thread:6        | Start build 'Assembly-CSharp.csproj' with 1 target frameworks
10:57:52.865 |I| Build                          | RequestBuilder thread:6        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:57:52.865 |I| ProjectModel                   | RequestBuilder thread:6        | Project 'Unity.TextMeshPro.Player.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:57:52.865 |I| BuildQueue                     | RequestBuilder thread:6        | Build immediately: Unity.TextMeshPro.Player.csproj
10:57:52.865 |I| Build                          | RequestBuilder thread:6        | Start build 'Unity.TextMeshPro.Player.csproj' with 1 target frameworks
10:57:52.867 |I| Build                          | RequestBuilder thread:6        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:57:52.867 |I| ProjectModel                   | RequestBuilder thread:6        | Project 'Unity.TextMeshPro.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:57:52.867 |I| BuildQueue                     | RequestBuilder thread:6        | Build immediately: Unity.TextMeshPro.csproj
10:57:52.867 |I| Build                          | RequestBuilder thread:6        | Start build 'Unity.TextMeshPro.csproj' with 1 target frameworks
10:57:52.868 |I| Build                          | RequestBuilder thread:6        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:57:52.869 |I| ProjectModel                   | RequestBuilder thread:6        | Project 'Unity.XR.Hands.Editor.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:57:52.869 |I| BuildQueue                     | RequestBuilder thread:6        | Build immediately: Unity.XR.Hands.Editor.csproj
10:57:52.869 |I| Build                          | RequestBuilder thread:6        | Start build 'Unity.XR.Hands.Editor.csproj' with 1 target frameworks
10:57:52.870 |I| Build                          | RequestBuilder thread:6        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:57:52.870 |I| ProjectModel                   | RequestBuilder thread:6        | Project 'UnityEditor.TestRunner.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:57:52.870 |I| BuildQueue                     | RequestBuilder thread:6        | Build immediately: UnityEditor.TestRunner.csproj
10:57:52.871 |I| Build                          | RequestBuilder thread:6        | Start build 'UnityEditor.TestRunner.csproj' with 1 target frameworks
10:57:52.872 |I| Build                          | RequestBuilder thread:6        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:57:52.872 |I| ProjectModel                   | RequestBuilder thread:6        | Project 'Unity.Timeline.Player.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:57:52.872 |I| BuildQueue                     | RequestBuilder thread:6        | Build immediately: Unity.Timeline.Player.csproj
10:57:52.872 |I| Build                          | RequestBuilder thread:6        | Start build 'Unity.Timeline.Player.csproj' with 1 target frameworks
10:57:52.873 |I| Build                          | RequestBuilder thread:6        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:57:52.874 |I| ProjectModel                   | RequestBuilder thread:6        | Project 'Unity.TestTools.CodeCoverage.Editor.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:57:52.874 |I| BuildQueue                     | RequestBuilder thread:6        | Build immediately: Unity.TestTools.CodeCoverage.Editor.csproj
10:57:52.874 |I| Build                          | RequestBuilder thread:6        | Start build 'Unity.TestTools.CodeCoverage.Editor.csproj' with 1 target frameworks
10:57:52.875 |I| Build                          | RequestBuilder thread:6        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:57:52.876 |I| ProjectModel                   | RequestBuilder thread:6        | Project 'Unity.Timeline.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:57:52.876 |I| BuildQueue                     | RequestBuilder thread:6        | Build immediately: Unity.Timeline.csproj
10:57:52.876 |I| Build                          | RequestBuilder thread:6        | Start build 'Unity.Timeline.csproj' with 1 target frameworks
10:57:52.878 |I| Build                          | RequestBuilder thread:6        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:57:52.878 |I| ProjectModel                   | RequestBuilder thread:6        | Project 'Unity.TestTools.CodeCoverage.Editor.OpenCover.Mono.Reflection.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:57:52.878 |I| BuildQueue                     | RequestBuilder thread:6        | Build immediately: Unity.TestTools.CodeCoverage.Editor.OpenCover.Mono.Reflection.csproj
10:57:52.878 |I| Build                          | RequestBuilder thread:6        | Start build 'Unity.TestTools.CodeCoverage.Editor.OpenCover.Mono.Reflection.csproj' with 1 target frameworks
10:57:52.879 |I| Build                          | RequestBuilder thread:6        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:57:52.879 |I| ProjectModel                   | RequestBuilder thread:6        | Project 'Unity.VisualScripting.Shared.Editor.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:57:52.879 |I| BuildQueue                     | RequestBuilder thread:6        | Build immediately: Unity.VisualScripting.Shared.Editor.csproj
10:57:52.879 |I| Build                          | RequestBuilder thread:6        | Start build 'Unity.VisualScripting.Shared.Editor.csproj' with 1 target frameworks
10:57:52.881 |I| Build                          | RequestBuilder thread:6        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:57:52.881 |I| ProjectModel                   | RequestBuilder thread:6        | Project 'Unity.Rider.Editor.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:57:52.881 |I| BuildQueue                     | RequestBuilder thread:6        | Build immediately: Unity.Rider.Editor.csproj
10:57:52.881 |I| Build                          | RequestBuilder thread:6        | Start build 'Unity.Rider.Editor.csproj' with 1 target frameworks
10:57:52.911 |I| Build                          | RequestBuilder thread:6        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:57:52.911 |I| ProjectModel                   | RequestBuilder thread:6        | Project 'Unity.XR.CoreUtils.Player.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:57:52.911 |I| BuildQueue                     | RequestBuilder thread:6        | Build immediately: Unity.XR.CoreUtils.Player.csproj
10:57:52.911 |I| Build                          | RequestBuilder thread:6        | Start build 'Unity.XR.CoreUtils.Player.csproj' with 1 target frameworks
10:57:52.913 |I| Build                          | RequestBuilder thread:6        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:57:52.913 |I| ProjectModel                   | RequestBuilder thread:6        | Project 'Unity.XR.CoreUtils.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:57:52.913 |I| BuildQueue                     | RequestBuilder thread:6        | Build immediately: Unity.XR.CoreUtils.csproj
10:57:52.914 |I| Build                          | RequestBuilder thread:6        | Start build 'Unity.XR.CoreUtils.csproj' with 1 target frameworks
10:57:52.916 |I| Build                          | RequestBuilder thread:6        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:57:52.916 |I| ProjectModel                   | RequestBuilder thread:6        | Project 'Unity.XR.Management.Player.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:57:52.916 |I| BuildQueue                     | RequestBuilder thread:6        | Build immediately: Unity.XR.Management.Player.csproj
10:57:52.916 |I| Build                          | RequestBuilder thread:6        | Start build 'Unity.XR.Management.Player.csproj' with 1 target frameworks
10:57:52.917 |I| Build                          | RequestBuilder thread:6        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:57:52.918 |I| ProjectModel                   | RequestBuilder thread:6        | Project 'Unity.XR.Interaction.Toolkit.Samples.StarterAssets.Player.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:57:52.918 |I| BuildQueue                     | RequestBuilder thread:6        | Build immediately: Unity.XR.Interaction.Toolkit.Samples.StarterAssets.Player.csproj
10:57:52.918 |I| Build                          | RequestBuilder thread:6        | Start build 'Unity.XR.Interaction.Toolkit.Samples.StarterAssets.Player.csproj' with 1 target frameworks
10:57:52.919 |I| Build                          | RequestBuilder thread:6        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:57:52.921 |I| ProjectModel                   | RequestBuilder thread:6        | Project 'Unity.XR.Management.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:57:52.921 |I| BuildQueue                     | RequestBuilder thread:6        | Build immediately: Unity.XR.Management.csproj
10:57:52.921 |I| Build                          | RequestBuilder thread:6        | Start build 'Unity.XR.Management.csproj' with 1 target frameworks
10:57:52.922 |I| Build                          | RequestBuilder thread:6        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:57:52.922 |I| ProjectModel                   | RequestBuilder thread:6        | Project 'Unity.XR.CoreUtils.Editor.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:57:52.922 |I| BuildQueue                     | RequestBuilder thread:6        | Build immediately: Unity.XR.CoreUtils.Editor.csproj
10:57:52.922 |I| Build                          | RequestBuilder thread:6        | Start build 'Unity.XR.CoreUtils.Editor.csproj' with 1 target frameworks
10:57:52.923 |I| Build                          | RequestBuilder thread:6        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:57:52.923 |I| ProjectModel                   | RequestBuilder thread:6        | Project 'Unity.XR.Hands.Player.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:57:52.924 |I| BuildQueue                     | RequestBuilder thread:6        | Build immediately: Unity.XR.Hands.Player.csproj
10:57:52.924 |I| Build                          | RequestBuilder thread:6        | Start build 'Unity.XR.Hands.Player.csproj' with 1 target frameworks
10:57:52.925 |I| Build                          | RequestBuilder thread:6        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:57:52.925 |I| ProjectModel                   | RequestBuilder thread:6        | Project 'Unity.InputSystem.TestFramework.Player.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
